192444,Slovenian,1800890,Czech,982884
192444,Slovenian,2106485,English,917872
192444,Slovenian,1899568,German,1561661
192444,Slovenian,926101,Slovenian,1724649
193221,Slovenian,1874835,Czech,982884
193221,Slovenian,2176181,English,917872
193221,Slovenian,2003705,German,1561661
193221,Slovenian,1001274,Slovenian,1723872
187346,Slovenian,1610124,Czech,982884
187346,Slovenian,1922284,English,917872
187346,Slovenian,1759718,German,1561661
187346,Slovenian,850591,Slovenian,1729747
191958,Slovenian,1625276,Czech,982884
191958,Slovenian,1969711,English,917872
191958,Slovenian,1798536,German,1561661
191958,Slovenian,831167,Slovenian,1725135
204726,Slovenian,1627499,Czech,982884
204726,Slovenian,1937413,English,917872
204726,Slovenian,1782578,German,1561661
204726,Slovenian,937552,Slovenian,1712367
189429,Slovenian,1553012,Czech,982884
189429,Slovenian,1857959,English,917872
189429,Slovenian,1718650,German,1561661
189429,Slovenian,792685,Slovenian,1727664
190049,Slovenian,1727124,Czech,982884
190049,Slovenian,2039701,English,917872
190049,Slovenian,1875283,German,1561661
190049,Slovenian,960501,Slovenian,1727044
186777,Slovenian,1613431,Czech,982884
186777,Slovenian,1935942,English,917872
186777,Slovenian,1770906,German,1561661
186777,Slovenian,879216,Slovenian,1730316
191358,Slovenian,1618816,Czech,982884
191358,Slovenian,1951114,English,917872
191358,Slovenian,1762449,German,1561661
191358,Slovenian,947452,Slovenian,1725735
189785,Slovenian,1574197,Czech,982884
189785,Slovenian,1878087,English,917872
189785,Slovenian,1705404,German,1561661
189785,Slovenian,815201,Slovenian,1727308
